NEWgene	NEWtag	refgene	reftag	oldtag
lcl|AP027149.1_cds_BDV38643.1_1896	DSM21852_18960	NZ_CP019948.1_cds_WP_158658827.1_3209	B1812_RS16630	B1812_16730
lcl|AP027149.1_cds_BDV38643.1_1896	DSM21852_18960	NZ_CP019948.1_cds_WP_085772586.1_3210	B1812_RS16635	B1812_16735
lcl|AP027149.1_cds_BDV38644.1_1897	DSM21852_18970	NZ_CP019948.1_cds_WP_085772586.1_3210	B1812_RS16635	B1812_16735
lcl|AP027149.1_cds_BDV38644.1_1897	DSM21852_18970	NZ_CP019948.1_cds_WP_158658827.1_3209	B1812_RS16630	B1812_16730
lcl|AP027149.1_cds_BDV38645.1_1898	DSM21852_18980	NZ_CP019948.1_cds_WP_085772587.1_3211	B1812_RS16640	B1812_16740
lcl|AP027149.1_cds_BDV38646.1_1899	DSM21852_18990	NZ_CP019948.1_cds_WP_158658828.1_3212	B1812_RS16645	B1812_16745
lcl|AP027149.1_cds_BDV38647.1_1900	DSM21852_19000	NZ_CP019948.1_cds_WP_245299960.1_3213	B1812_RS16650	B1812_16750
lcl|AP027149.1_cds_BDV38648.1_1901	DSM21852_19010	NZ_CP019948.1_cds_WP_085772589.1_3214	B1812_RS16655	B1812_16755
lcl|AP027149.1_cds_BDV38649.1_1902	DSM21852_19020	NZ_CP019948.1_cds_WP_085772590.1_3215	B1812_RS16660	B1812_16760
lcl|AP027149.1_cds_BDV38650.1_1903	DSM21852_19030	NZ_CP019948.1_cds_3216	B1812_RS16665	B1812_16765
lcl|AP027149.1_cds_BDV38651.1_1904	DSM21852_19040	NZ_CP019948.1_cds_WP_085772591.1_3217	B1812_RS16670	B1812_16770
lcl|AP027149.1_cds_BDV38652.1_1905	DSM21852_19050	NZ_CP019948.1_cds_WP_085772593.1_3219	B1812_RS16680	B1812_16780
lcl|AP027149.1_cds_BDV38653.1_1906	DSM21852_19060	NZ_CP019948.1_cds_WP_085772594.1_3220	B1812_RS16685	B1812_16785
lcl|AP027149.1_cds_BDV38654.1_1907	DSM21852_19070	NZ_CP019948.1_cds_WP_085772595.1_3221	B1812_RS16690	B1812_16790
lcl|AP027149.1_cds_BDV38655.1_1908	DSM21852_19080	NZ_CP019948.1_cds_WP_085772597.1_3222	B1812_RS16700	B1812_16800
lcl|AP027149.1_cds_BDV38656.1_1909	DSM21852_19090	NZ_CP019948.1_cds_WP_085772598.1_3223	B1812_RS16705	B1812_16805
lcl|AP027149.1_cds_BDV38657.1_1910	DSM21852_19100	NZ_CP019948.1_cds_WP_085772599.1_3224	B1812_RS16710	B1812_16810
lcl|AP027149.1_cds_BDV38658.1_1911	DSM21852_19110	NZ_CP019948.1_cds_WP_085772600.1_3225	B1812_RS16715	B1812_16815
lcl|AP027149.1_cds_BDV38659.1_1912	DSM21852_19120	NZ_CP019948.1_cds_WP_085772601.1_3226	B1812_RS16720	B1812_16820
lcl|AP027149.1_cds_BDV38660.1_1913	DSM21852_19130	NZ_CP019948.1_cds_WP_245299961.1_3227	B1812_RS16725	B1812_16825
lcl|AP027149.1_cds_BDV38661.1_1914	DSM21852_19140	NZ_CP019948.1_cds_WP_199768983.1_3228	B1812_RS23110	
lcl|AP027149.1_cds_BDV38662.1_1915	DSM21852_19150	NZ_CP019948.1_cds_WP_085772603.1_3229	B1812_RS16735	B1812_16835
lcl|AP027149.1_cds_BDV38663.1_1916	DSM21852_19160	NZ_CP019948.1_cds_WP_085772604.1_3230	B1812_RS16740	B1812_16840
lcl|AP027149.1_cds_BDV38664.1_1917	DSM21852_19170	NZ_CP019948.1_cds_WP_085773790.1_3231	B1812_RS16745	B1812_16845
lcl|AP027149.1_cds_BDV38664.1_1917	DSM21852_19170	NZ_CP019949.1_cds_WP_102938237.1_4183	B1812_RS21675	B1812_21805
lcl|AP027149.1_cds_BDV38665.1_1918	DSM21852_19180	NZ_CP019948.1_cds_WP_085772605.1_3232	B1812_RS16750	B1812_16850
lcl|AP027149.1_cds_BDV38666.1_1919	DSM21852_19190	NZ_CP019948.1_cds_WP_199768984.1_3233	B1812_RS23115	
lcl|AP027149.1_cds_BDV38667.1_1920	DSM21852_19200	NZ_CP019948.1_cds_WP_085772606.1_3234	B1812_RS16755	B1812_16855
lcl|AP027149.1_cds_BDV38668.1_1921	DSM21852_19210	NZ_CP019948.1_cds_WP_085772607.1_3235	B1812_RS16765	B1812_16865
lcl|AP027149.1_cds_BDV38669.1_1922	DSM21852_19220	NZ_CP019948.1_cds_WP_085772607.1_3235	B1812_RS16765	B1812_16865
lcl|AP027149.1_cds_BDV38670.1_1923	DSM21852_19230	NZ_CP019948.1_cds_WP_085772608.1_3236	B1812_RS16770	B1812_16870
lcl|AP027149.1_cds_BDV38671.1_1924	DSM21852_19240	NZ_CP019948.1_cds_WP_085772609.1_3237	B1812_RS16775	B1812_16875
lcl|AP027149.1_cds_BDV38672.1_1925	DSM21852_19250	NZ_CP019948.1_cds_WP_085772610.1_3238	B1812_RS16780	B1812_16880
lcl|AP027149.1_cds_BDV38673.1_1926	DSM21852_19260	NZ_CP019948.1_cds_WP_085772611.1_3239	B1812_RS16785	B1812_16885
lcl|AP027149.1_cds_BDV38674.1_1927	DSM21852_19270	NZ_CP019948.1_cds_WP_245299962.1_3240	B1812_RS16790	B1812_16890
lcl|AP027149.1_cds_BDV38675.1_1928	DSM21852_19280	NZ_CP019948.1_cds_WP_085772613.1_3241	B1812_RS16795	B1812_16895
lcl|AP027149.1_cds_BDV38676.1_1929	DSM21852_19290	NZ_CP019948.1_cds_WP_085772614.1_3242	B1812_RS16800	B1812_16900
lcl|AP027149.1_cds_BDV38677.1_1930	DSM21852_19300	NZ_CP019948.1_cds_WP_085772615.1_3243	B1812_RS16805	B1812_16905
lcl|AP027149.1_cds_BDV38678.1_1931	DSM21852_19310	NZ_CP019948.1_cds_WP_085772616.1_3244	B1812_RS16810	B1812_16910
lcl|AP027149.1_cds_BDV38679.1_1932	DSM21852_19320	NZ_CP019948.1_cds_WP_085772617.1_3245	B1812_RS16815	B1812_16915
lcl|AP027149.1_cds_BDV38680.1_1933	DSM21852_19330	NZ_CP019948.1_cds_WP_085772618.1_3246	B1812_RS16820	B1812_16920
lcl|AP027149.1_cds_BDV38681.1_1934	DSM21852_19340	NZ_CP019948.1_cds_WP_085772619.1_3247	B1812_RS16825	B1812_16925
lcl|AP027149.1_cds_BDV38682.1_1935	DSM21852_19350	NZ_CP019948.1_cds_WP_085772620.1_3248	B1812_RS16830	B1812_16930
lcl|AP027149.1_cds_BDV38683.1_1936	DSM21852_19360	NZ_CP019948.1_cds_WP_085772621.1_3249	B1812_RS16835	B1812_16935
lcl|AP027149.1_cds_BDV38684.1_1937	DSM21852_19370	NZ_CP019948.1_cds_WP_085772622.1_3250	B1812_RS16840	B1812_16940
lcl|AP027149.1_cds_BDV38685.1_1938	DSM21852_19380	NZ_CP019948.1_cds_WP_085772623.1_3251	B1812_RS16845	B1812_16945
lcl|AP027149.1_cds_BDV38686.1_1939	DSM21852_19390	NZ_CP019948.1_cds_WP_085772624.1_3252	B1812_RS16850	B1812_16950
lcl|AP027149.1_cds_BDV38687.1_1940	DSM21852_19400	NZ_CP019948.1_cds_WP_085772625.1_3253	B1812_RS16855	B1812_16955
lcl|AP027149.1_cds_BDV38688.1_1941	DSM21852_19410	NZ_CP019948.1_cds_WP_085772626.1_3254	B1812_RS16860	B1812_16960
lcl|AP027149.1_cds_BDV38689.1_1942	DSM21852_19420	NZ_CP019948.1_cds_WP_085772627.1_3255	B1812_RS16865	B1812_16965
lcl|AP027149.1_cds_BDV38690.1_1943	DSM21852_19430	NZ_CP019948.1_cds_3256	B1812_RS16870	B1812_16970
lcl|AP027149.1_cds_BDV38691.1_1944	DSM21852_19440	NZ_CP019948.1_cds_3256	B1812_RS16870	B1812_16970
lcl|AP027149.1_cds_BDV38692.1_1945	DSM21852_19450	NZ_CP019948.1_cds_WP_085772628.1_3257	B1812_RS16875	B1812_16975
lcl|AP027149.1_cds_BDV38693.1_1946	DSM21852_19460	NZ_CP019948.1_cds_WP_085772629.1_3258	B1812_RS16880	B1812_16980
lcl|AP027149.1_cds_BDV38694.1_1947	DSM21852_19470	NZ_CP019948.1_cds_WP_199769089.1_3259	B1812_RS16885	B1812_16985
lcl|AP027149.1_cds_BDV38695.1_1948	DSM21852_19480	NZ_CP019948.1_cds_WP_085772631.1_3260	B1812_RS16890	B1812_16990
lcl|AP027149.1_cds_BDV38696.1_1949	DSM21852_19490	NZ_CP019948.1_cds_WP_085772632.1_3261	B1812_RS16895	B1812_16995
lcl|AP027149.1_cds_BDV38697.1_1950	DSM21852_19500	NZ_CP019948.1_cds_WP_085772633.1_3262	B1812_RS16900	B1812_17000
lcl|AP027149.1_cds_BDV38698.1_1951	DSM21852_19510	NZ_CP019948.1_cds_WP_245299963.1_3263	B1812_RS16905	B1812_17005
lcl|AP027149.1_cds_BDV38699.1_1952	DSM21852_19520	NZ_CP019948.1_cds_WP_085772634.1_3264	B1812_RS16910	B1812_17010
lcl|AP027149.1_cds_BDV38700.1_1953	DSM21852_19530	NZ_CP019948.1_cds_WP_245299964.1_3265	B1812_RS16920	B1812_17020
lcl|AP027149.1_cds_BDV38701.1_1954	DSM21852_19540	NZ_CP019948.1_cds_WP_245299965.1_3266	B1812_RS16925	B1812_17025
lcl|AP027149.1_cds_BDV38702.1_1955	DSM21852_19550	NZ_CP019948.1_cds_WP_245299965.1_3266	B1812_RS16925	B1812_17025
lcl|AP027149.1_cds_BDV38704.1_1957	DSM21852_19570	NZ_CP019948.1_cds_WP_085773793.1_3267	B1812_RS16930	B1812_17030
lcl|AP027149.1_cds_BDV38704.1_1957	DSM21852_19570	NZ_CP019948.1_cds_WP_085773793.1_3970	B1812_RS20625	B1812_20745
lcl|AP027149.1_cds_BDV38705.1_1958	DSM21852_19580	NZ_CP019948.1_cds_WP_085772636.1_3268	B1812_RS16935	B1812_17035
lcl|AP027149.1_cds_BDV38705.1_1958	DSM21852_19580	NZ_CP019948.1_cds_WP_085773257.1_3971	B1812_RS20630	B1812_20750
lcl|AP027149.1_cds_BDV38706.1_1959	DSM21852_19590	NZ_CP019948.1_cds_WP_085772637.1_3269	B1812_RS16940	B1812_17040
lcl|AP027149.1_cds_BDV38706.1_1959	DSM21852_19590	NZ_CP019948.1_cds_WP_085773258.1_3972	B1812_RS20635	B1812_20755
lcl|AP027149.1_cds_BDV38707.1_1960	DSM21852_19600	NZ_CP019948.1_cds_WP_085772638.1_3270	B1812_RS16945	B1812_17045
lcl|AP027149.1_cds_BDV38708.1_1961	DSM21852_19610	NZ_CP019948.1_cds_WP_245299966.1_3271	B1812_RS16950	B1812_17050
lcl|AP027149.1_cds_BDV38709.1_1962	DSM21852_19620	NZ_CP019948.1_cds_WP_085773794.1_3272	B1812_RS16955	B1812_17055
lcl|AP027149.1_cds_BDV38710.1_1963	DSM21852_19630	NZ_CP019948.1_cds_WP_085772640.1_3273	B1812_RS16960	B1812_17060
lcl|AP027149.1_cds_BDV38711.1_1964	DSM21852_19640	NZ_CP019948.1_cds_WP_085772641.1_3274	B1812_RS16965	B1812_17065
lcl|AP027149.1_cds_BDV38712.1_1965	DSM21852_19650	NZ_CP019948.1_cds_WP_085773795.1_3275	B1812_RS16970	B1812_17070
lcl|AP027149.1_cds_BDV38713.1_1966	DSM21852_19660	NZ_CP019948.1_cds_WP_085772642.1_3276	B1812_RS16975	B1812_17075
lcl|AP027149.1_cds_BDV38714.1_1967	DSM21852_19670	NZ_CP019948.1_cds_WP_085772643.1_3277	B1812_RS16980	B1812_17080
lcl|AP027149.1_cds_BDV38715.1_1968	DSM21852_19680	NZ_CP019948.1_cds_WP_085772644.1_3278	B1812_RS16985	B1812_17085
lcl|AP027149.1_cds_BDV38716.1_1969	DSM21852_19690	NZ_CP019948.1_cds_WP_085772645.1_3279	B1812_RS16990	B1812_17090
lcl|AP027149.1_cds_BDV38717.1_1970	DSM21852_19700	NZ_CP019948.1_cds_WP_085772646.1_3280	B1812_RS16995	B1812_17095
lcl|AP027149.1_cds_BDV38718.1_1971	DSM21852_19710	NZ_CP019948.1_cds_WP_085772647.1_3281	B1812_RS17000	B1812_17100
lcl|AP027149.1_cds_BDV38719.1_1972	DSM21852_19720	NZ_CP019948.1_cds_WP_085773796.1_3282	B1812_RS17005	B1812_17105
lcl|AP027149.1_cds_BDV38720.1_1973	DSM21852_19730	NZ_CP019948.1_cds_WP_245300273.1_3283	B1812_RS17010	B1812_17110
lcl|AP027149.1_cds_BDV38721.1_1974	DSM21852_19740	NZ_CP019948.1_cds_WP_085772648.1_3284	B1812_RS17015	B1812_17115
lcl|AP027149.1_cds_BDV38722.1_1975	DSM21852_19750	NZ_CP019948.1_cds_WP_245300274.1_3285	B1812_RS17020	B1812_17120
lcl|AP027149.1_cds_BDV38723.1_1976	DSM21852_19760	NZ_CP019948.1_cds_WP_199768985.1_3286	B1812_RS17025	B1812_17125
lcl|AP027149.1_cds_BDV38724.1_1977	DSM21852_19770	NZ_CP019948.1_cds_WP_085772650.1_3287	B1812_RS17030	B1812_17130
lcl|AP027149.1_cds_BDV38725.1_1978	DSM21852_19780	NZ_CP019948.1_cds_WP_085772652.1_3288	B1812_RS17040	B1812_17140
lcl|AP027149.1_cds_BDV38726.1_1979	DSM21852_19790	NZ_CP019948.1_cds_WP_085772653.1_3289	B1812_RS17045	B1812_17145
lcl|AP027149.1_cds_BDV38727.1_1980	DSM21852_19800	NZ_CP019948.1_cds_WP_085772654.1_3290	B1812_RS17050	B1812_17150
lcl|AP027149.1_cds_BDV38728.1_1981	DSM21852_19810	NZ_CP019948.1_cds_WP_085773799.1_3291	B1812_RS17055	B1812_17155
lcl|AP027149.1_cds_BDV38729.1_1982	DSM21852_19820	NZ_CP019948.1_cds_WP_085772655.1_3292	B1812_RS17060	B1812_17160
lcl|AP027149.1_cds_BDV38730.1_1983	DSM21852_19830	NZ_CP019948.1_cds_WP_085772657.1_3293	B1812_RS17070	B1812_17170
lcl|AP027149.1_cds_BDV38732.1_1985	DSM21852_19850	NZ_CP019948.1_cds_WP_085772658.1_3294	B1812_RS17075	B1812_17175
lcl|AP027149.1_cds_BDV38733.1_1986	DSM21852_19860	NZ_CP019948.1_cds_WP_199768986.1_3295	B1812_RS17080	B1812_17180
lcl|AP027149.1_cds_BDV38734.1_1987	DSM21852_19870	NZ_CP019948.1_cds_WP_085773801.1_3296	B1812_RS17085	B1812_17185
lcl|AP027149.1_cds_BDV38735.1_1988	DSM21852_19880	NZ_CP019948.1_cds_WP_085772659.1_3297	B1812_RS17090	B1812_17190
lcl|AP027149.1_cds_BDV38736.1_1989	DSM21852_19890	NZ_CP019948.1_cds_WP_085772660.1_3298	B1812_RS17095	B1812_17195
lcl|AP027149.1_cds_BDV38737.1_1990	DSM21852_19900	NZ_CP019948.1_cds_WP_245300275.1_3299	B1812_RS17100	B1812_17200
lcl|AP027149.1_cds_BDV38738.1_1991	DSM21852_19910	NZ_CP019948.1_cds_WP_085772662.1_3300	B1812_RS17105	B1812_17205
lcl|AP027149.1_cds_BDV38739.1_1992	DSM21852_19920	NZ_CP019948.1_cds_WP_085772663.1_3301	B1812_RS17110	B1812_17210
lcl|AP027149.1_cds_BDV38740.1_1993	DSM21852_19930	NZ_CP019948.1_cds_WP_085772664.1_3302	B1812_RS17115	B1812_17215
lcl|AP027149.1_cds_BDV38741.1_1994	DSM21852_19940	NZ_CP019948.1_cds_WP_158658830.1_3303	B1812_RS17120	B1812_17220
lcl|AP027149.1_cds_BDV38742.1_1995	DSM21852_19950	NZ_CP019948.1_cds_WP_158658830.1_3303	B1812_RS17120	B1812_17220
lcl|AP027149.1_cds_BDV38743.1_1996	DSM21852_19960	NZ_CP019948.1_cds_WP_158658831.1_3304	B1812_RS17125	B1812_17225
lcl|AP027149.1_cds_BDV38744.1_1997	DSM21852_19970	NZ_CP019948.1_cds_WP_085772667.1_3305	B1812_RS17130	B1812_17230
lcl|AP027149.1_cds_BDV38745.1_1998	DSM21852_19980	NZ_CP019948.1_cds_WP_085772668.1_3306	B1812_RS17135	B1812_17235
lcl|AP027149.1_cds_BDV38746.1_1999	DSM21852_19990	NZ_CP019948.1_cds_WP_085772669.1_3307	B1812_RS17140	B1812_17240
lcl|AP027149.1_cds_BDV38747.1_2000	DSM21852_20000	NZ_CP019948.1_cds_WP_085772670.1_3308	B1812_RS17145	B1812_17245
lcl|AP027149.1_cds_BDV38748.1_2001	DSM21852_20010	NZ_CP019948.1_cds_WP_085772672.1_3309	B1812_RS17155	B1812_17255
lcl|AP027149.1_cds_BDV38749.1_2002	DSM21852_20020	NZ_CP019948.1_cds_WP_102938121.1_3310	B1812_RS17160	B1812_17260
lcl|AP027149.1_cds_BDV38750.1_2003	DSM21852_20030	NZ_CP019948.1_cds_WP_085772673.1_3311	B1812_RS17165	B1812_17265
lcl|AP027149.1_cds_BDV38751.1_2004	DSM21852_20040	NZ_CP019948.1_cds_WP_245299967.1_3312	B1812_RS17170	B1812_17270
lcl|AP027149.1_cds_BDV38751.1_2004	DSM21852_20040	NZ_CP019948.1_cds_WP_085773577.1_1429	B1812_RS07410	B1812_07435
lcl|AP027149.1_cds_BDV38752.1_2005	DSM21852_20050	NZ_CP019948.1_cds_WP_102938216.1_3313	B1812_RS17175	B1812_17275
lcl|AP027149.1_cds_BDV38753.1_2006	DSM21852_20060	NZ_CP019948.1_cds_WP_085772675.1_3314	B1812_RS17180	B1812_17280
lcl|AP027149.1_cds_BDV38754.1_2007	DSM21852_20070	NZ_CP019948.1_cds_WP_085772676.1_3315	B1812_RS17185	B1812_17285
lcl|AP027149.1_cds_BDV38756.1_2009	DSM21852_20090	NZ_CP019948.1_cds_WP_085772677.1_3316	B1812_RS17195	B1812_17295
lcl|AP027149.1_cds_BDV38757.1_2010	DSM21852_20100	NZ_CP019948.1_cds_WP_085772678.1_3317	B1812_RS17200	B1812_17300
lcl|AP027149.1_cds_BDV38758.1_2011	DSM21852_20110	NZ_CP019948.1_cds_WP_085772679.1_3318	B1812_RS17205	B1812_17305
lcl|AP027149.1_cds_BDV38760.1_2013	DSM21852_20130	NZ_CP019948.1_cds_WP_085772681.1_3319	B1812_RS17215	B1812_17315
lcl|AP027149.1_cds_BDV38761.1_2014	DSM21852_20140	NZ_CP019948.1_cds_WP_085772681.1_3319	B1812_RS17215	B1812_17315
lcl|AP027149.1_cds_BDV38762.1_2015	DSM21852_20150	NZ_CP019948.1_cds_WP_085772682.1_3320	B1812_RS17220	B1812_17320
lcl|AP027149.1_cds_BDV38763.1_2016	DSM21852_20160	NZ_CP019948.1_cds_WP_085772683.1_3321	B1812_RS17225	B1812_17325
lcl|AP027149.1_cds_BDV38764.1_2017	DSM21852_20170	NZ_CP019948.1_cds_WP_085772684.1_3322	B1812_RS17230	B1812_17330
lcl|AP027149.1_cds_BDV38765.1_2018	DSM21852_20180	NZ_CP019948.1_cds_WP_085772685.1_3323	B1812_RS17235	B1812_17335
lcl|AP027149.1_cds_BDV38766.1_2019	DSM21852_20190	NZ_CP019948.1_cds_WP_085772686.1_3324	B1812_RS17240	B1812_17340
lcl|AP027149.1_cds_BDV38767.1_2020	DSM21852_20200	NZ_CP019948.1_cds_WP_085772687.1_3325	B1812_RS17245	B1812_17345
lcl|AP027149.1_cds_BDV38768.1_2021	DSM21852_20210	NZ_CP019948.1_cds_WP_085772688.1_3326	B1812_RS17250	B1812_17350
lcl|AP027149.1_cds_BDV38769.1_2022	DSM21852_20220	NZ_CP019948.1_cds_WP_085772689.1_3327	B1812_RS17255	B1812_17355
lcl|AP027149.1_cds_BDV38770.1_2023	DSM21852_20230	NZ_CP019948.1_cds_WP_085772690.1_3328	B1812_RS17260	B1812_17360
lcl|AP027149.1_cds_BDV38771.1_2024	DSM21852_20240	NZ_CP019948.1_cds_WP_085772691.1_3329	B1812_RS17265	B1812_17365
lcl|AP027149.1_cds_BDV38772.1_2025	DSM21852_20250	NZ_CP019948.1_cds_WP_085772692.1_3330	B1812_RS17270	B1812_17370
lcl|AP027149.1_cds_BDV38773.1_2026	DSM21852_20260	NZ_CP019948.1_cds_WP_085772693.1_3331	B1812_RS17275	B1812_17375
lcl|AP027149.1_cds_BDV38774.1_2027	DSM21852_20270	NZ_CP019948.1_cds_WP_158658832.1_3332	B1812_RS17280	B1812_17380
lcl|AP027149.1_cds_BDV38775.1_2028	DSM21852_20280	NZ_CP019948.1_cds_WP_085772695.1_3333	B1812_RS17285	B1812_17385
lcl|AP027149.1_cds_BDV38776.1_2029	DSM21852_20290	NZ_CP019948.1_cds_WP_085772696.1_3334	B1812_RS17290	B1812_17390
lcl|AP027149.1_cds_BDV38777.1_2030	DSM21852_20300	NZ_CP019948.1_cds_WP_085772698.1_3335	B1812_RS17300	B1812_17400
lcl|AP027149.1_cds_BDV38778.1_2031	DSM21852_20310	NZ_CP019948.1_cds_WP_085772699.1_3336	B1812_RS17305	B1812_17405
lcl|AP027149.1_cds_BDV38779.1_2032	DSM21852_20320	NZ_CP019948.1_cds_WP_085772700.1_3337	B1812_RS17310	B1812_17410
lcl|AP027149.1_cds_BDV38780.1_2033	DSM21852_20330	NZ_CP019948.1_cds_WP_085772701.1_3338	B1812_RS17315	B1812_17415
lcl|AP027149.1_cds_BDV38781.1_2034	DSM21852_20340	NZ_CP019948.1_cds_WP_085772702.1_3339	B1812_RS17320	B1812_17420
lcl|AP027149.1_cds_BDV38782.1_2035	DSM21852_20350	NZ_CP019948.1_cds_WP_085772703.1_3340	B1812_RS17325	B1812_17425
lcl|AP027149.1_cds_BDV38783.1_2036	DSM21852_20360	NZ_CP019948.1_cds_WP_245300276.1_3341	B1812_RS17330	B1812_17430
lcl|AP027149.1_cds_BDV38784.1_2037	DSM21852_20370	NZ_CP019948.1_cds_WP_085772705.1_3342	B1812_RS17335	B1812_17435
lcl|AP027149.1_cds_BDV38785.1_2038	DSM21852_20380	NZ_CP019948.1_cds_WP_085772706.1_3343	B1812_RS17340	B1812_17440
lcl|AP027149.1_cds_BDV38786.1_2039	DSM21852_20390	NZ_CP019948.1_cds_WP_085772707.1_3344	B1812_RS17345	B1812_17445
lcl|AP027149.1_cds_BDV38788.1_2041	DSM21852_20410	NZ_CP019948.1_cds_WP_085772710.1_3345	B1812_RS17360	B1812_17460
lcl|AP027149.1_cds_BDV38788.1_2041	DSM21852_20410	NZ_CP019948.1_cds_WP_085771888.1_2408	B1812_RS12510	B1812_12555
lcl|AP027149.1_cds_BDV38789.1_2042	DSM21852_20420	NZ_CP019948.1_cds_WP_085773805.1_3346	B1812_RS17365	B1812_17465
lcl|AP027149.1_cds_BDV38790.1_2043	DSM21852_20430	NZ_CP019948.1_cds_WP_245300277.1_3347	B1812_RS17370	B1812_17470
lcl|AP027149.1_cds_BDV38791.1_2044	DSM21852_20440	NZ_CP019948.1_cds_WP_158658833.1_3348	B1812_RS17375	B1812_17475
lcl|AP027149.1_cds_BDV38792.1_2045	DSM21852_20450	NZ_CP019948.1_cds_WP_085773806.1_3349	B1812_RS17380	B1812_17480
lcl|AP027149.1_cds_BDV38793.1_2046	DSM21852_20460	NZ_CP019948.1_cds_WP_085772713.1_3350	B1812_RS17385	B1812_17485
lcl|AP027149.1_cds_BDV38794.1_2047	DSM21852_20470	NZ_CP019948.1_cds_WP_085772714.1_3351	B1812_RS17390	B1812_17490
lcl|AP027149.1_cds_BDV38795.1_2048	DSM21852_20480	NZ_CP019948.1_cds_WP_085773807.1_3352	B1812_RS17395	B1812_17495
lcl|AP027149.1_cds_BDV38796.1_2049	DSM21852_20490	NZ_CP019948.1_cds_WP_085772715.1_3353	B1812_RS17400	B1812_17500
lcl|AP027149.1_cds_BDV38797.1_2050	DSM21852_20500	NZ_CP019948.1_cds_WP_085772716.1_3354	B1812_RS17405	B1812_17505
lcl|AP027149.1_cds_BDV38798.1_2051	DSM21852_20510	NZ_CP019948.1_cds_WP_085772717.1_3355	B1812_RS17410	B1812_17510
lcl|AP027149.1_cds_BDV38799.1_2052	DSM21852_20520	NZ_CP019948.1_cds_WP_085772718.1_3356	B1812_RS17415	B1812_17515
lcl|AP027149.1_cds_BDV38800.1_2053	DSM21852_20530	NZ_CP019948.1_cds_WP_085773808.1_3357	B1812_RS17420	B1812_17520
lcl|AP027149.1_cds_BDV38801.1_2054	DSM21852_20540	NZ_CP019948.1_cds_WP_085772719.1_3358	B1812_RS17425	B1812_17525
lcl|AP027149.1_cds_BDV38801.1_2054	DSM21852_20540	NZ_CP019948.1_cds_WP_085770165.1_452	B1812_RS02340	B1812_02340
lcl|AP027149.1_cds_BDV38802.1_2055	DSM21852_20550	NZ_CP019948.1_cds_WP_085772720.1_3359	B1812_RS17430	B1812_17530
lcl|AP027149.1_cds_BDV38803.1_2056	DSM21852_20560	NZ_CP019948.1_cds_WP_085772722.1_3360	B1812_RS17440	B1812_17540
lcl|AP027149.1_cds_BDV38804.1_2057	DSM21852_20570	NZ_CP019948.1_cds_WP_085772723.1_3361	B1812_RS17445	B1812_17545
lcl|AP027149.1_cds_BDV38805.1_2058	DSM21852_20580	NZ_CP019948.1_cds_WP_085772724.1_3362	B1812_RS17450	B1812_17550
lcl|AP027149.1_cds_BDV38806.1_2059	DSM21852_20590	NZ_CP019948.1_cds_WP_158658834.1_3363	B1812_RS22780	B1812_17555
lcl|AP027149.1_cds_BDV38807.1_2060	DSM21852_20600	NZ_CP019948.1_cds_WP_085772726.1_3364	B1812_RS17460	B1812_17560
lcl|AP027149.1_cds_BDV38808.1_2061	DSM21852_20610	NZ_CP019948.1_cds_3365	B1812_RS22275	
lcl|AP027149.1_cds_BDV38809.1_2062	DSM21852_20620	NZ_CP019948.1_cds_WP_085772728.1_3366	B1812_RS17470	B1812_17570
lcl|AP027149.1_cds_BDV38810.1_2063	DSM21852_20630	NZ_CP019948.1_cds_WP_102938125.1_3367	B1812_RS17475	
lcl|AP027149.1_cds_BDV38810.1_2063	DSM21852_20630	NZ_CP019949.1_cds_WP_102938125.1_4254	B1812_RS22055	
lcl|AP027149.1_cds_BDV38811.1_2064	DSM21852_20640	NZ_CP019949.1_cds_WP_102938125.1_4254	B1812_RS22055	
lcl|AP027149.1_cds_BDV38811.1_2064	DSM21852_20640	NZ_CP019948.1_cds_WP_102938125.1_3367	B1812_RS17475	
lcl|AP027149.1_cds_BDV38812.1_2065	DSM21852_20650	NZ_CP019948.1_cds_WP_085772729.1_3368	B1812_RS17480	B1812_17585
lcl|AP027149.1_cds_BDV38813.1_2066	DSM21852_20660	NZ_CP019948.1_cds_WP_085772730.1_3369	B1812_RS17485	B1812_17590
lcl|AP027149.1_cds_BDV38814.1_2067	DSM21852_20670	NZ_CP019948.1_cds_WP_085772731.1_3370	B1812_RS17490	B1812_17595
lcl|AP027149.1_cds_BDV38815.1_2068	DSM21852_20680	NZ_CP019948.1_cds_WP_085772732.1_3371	B1812_RS17495	B1812_17600
lcl|AP027149.1_cds_BDV38815.1_2068	DSM21852_20680	NZ_CP019948.1_cds_WP_245300209.1_413	B1812_RS02140	B1812_02140
lcl|AP027149.1_cds_BDV38816.1_2069	DSM21852_20690	NZ_CP019948.1_cds_WP_085772733.1_3372	B1812_RS17500	B1812_17605
lcl|AP027149.1_cds_BDV38817.1_2070	DSM21852_20700	NZ_CP019948.1_cds_WP_085773809.1_3373	B1812_RS17505	B1812_17610
lcl|AP027149.1_cds_BDV38818.1_2071	DSM21852_20710	NZ_CP019948.1_cds_WP_085772734.1_3374	B1812_RS17510	B1812_17615
lcl|AP027149.1_cds_BDV38819.1_2072	DSM21852_20720	NZ_CP019948.1_cds_WP_158658835.1_3375	B1812_RS22785	
lcl|AP027149.1_cds_BDV38820.1_2073	DSM21852_20730	NZ_CP019948.1_cds_WP_085772736.1_3376	B1812_RS17520	B1812_17625
