pw_ID	pw_name	C_ID	C_name
map00730	Thiamine metabolism	C01279	4-Amino-5-hydroxymethyl-2-methylpyrimidine
map00730	Thiamine metabolism	C04556	4-Amino-2-methyl-5-(phosphooxymethyl
map00730	Thiamine metabolism	C04752	4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate
map00730	Thiamine metabolism	C00118	D-Glyceraldehyde 3-phosphate
map00730	Thiamine metabolism	C04327	4-Methyl-5-(2-phosphooxyethyl
map00730	Thiamine metabolism	C01081	Thiamin monophosphate
map00730	Thiamine metabolism	C02892	Thiamine acetic acid
map00730	Thiamine metabolism	C00068	Thiamin diphosphate
map00730	Thiamine metabolism	C03028	Thiamin triphosphate
map00730	Thiamine metabolism	C00378	Thiamine
map00730	Thiamine metabolism	C05856	Thiamine aldehyde
map00730	Thiamine metabolism	C04294	5-(2-Hydroxyethyl
map00730	Thiamine metabolism	C00037	Glycine
map00730	Thiamine metabolism	C00003	NAD+
map00730	Thiamine metabolism	C00018	Pyridoxal phosphate
map00730	Thiamine metabolism	C20246	2-[(2R,5Z
map00730	Thiamine metabolism	C00037	Glycine
map00730	Thiamine metabolism	C20247	2-(2-Carboxy-4-methylthiazol-5-yl
map00730	Thiamine metabolism	C00022	Pyruvate
map00730	Thiamine metabolism	C20784	ADP-5-ethyl-4-methylthiazole-2-carboxylate
map00730	Thiamine metabolism	C19872	N-Formyl-4-amino-5-aminomethyl-2-methylpyrimidine
map00730	Thiamine metabolism	C20267	4-Amino-5-aminomethyl-2-methylpyrimidine
map00740	Riboflavin metabolism	C15556	L-3,4-Dihydroxybutan-2-one 4-phosphate
map00740	Riboflavin metabolism	C00199	D-Ribulose 5-phosphate
map00740	Riboflavin metabolism	C00044	GTP
map00740	Riboflavin metabolism	C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino
map00740	Riboflavin metabolism	C01268	5-Amino-6-(5'-phosphoribosylamino
map00740	Riboflavin metabolism	C04454	5-Amino-6-(5'-phospho-D-ribitylamino
map00740	Riboflavin metabolism	C04332	6,7-Dimethyl-8-(D-ribityl
map00740	Riboflavin metabolism	C05995	7-Hydroxy-6-methyl-8-ribityllumazine
map00740	Riboflavin metabolism	C00255	Riboflavin
map00740	Riboflavin metabolism	C00474	Ribitol
map00740	Riboflavin metabolism	C01727	Lumichrome
map00740	Riboflavin metabolism	C00016	FAD
map00740	Riboflavin metabolism	C00061	FMN
map00740	Riboflavin metabolism	C18910	2,5-Diamino-6-(5-phospho-D-ribitylamino
map00740	Riboflavin metabolism	C01847	Reduced FMN
map00740	Riboflavin metabolism	C01352	FADH2
map00740	Riboflavin metabolism	C03114	Dimethylbenzimidazole
map00740	Riboflavin metabolism	C15563	2-Amino-5-formylamino-6-(5-phospho-D-ribosylamino
map00740	Riboflavin metabolism	C01007	Reduced riboflavin
map00740	Riboflavin metabolism	C04732	5-Amino-6-(1-D-ribitylamino
map00740	Riboflavin metabolism	C21215	Prenylated FMNH2
map00740	Riboflavin metabolism	C21214	Dimethylallyl phosphate
map00740	Riboflavin metabolism	C00235	Dimethylallyl diphosphate
map00740	Riboflavin metabolism	C01390	Prenol
map00750	Vitamin B6 metabolism	C00118	D-Glyceraldehyde 3-phosphate
map00750	Vitamin B6 metabolism	C00117	D-Ribose 5-phosphate
map00750	Vitamin B6 metabolism	C07335	2-Amino-3-oxo-4-phosphonooxybutyrate
map00750	Vitamin B6 metabolism	C00232	Succinate semialdehyde
map00750	Vitamin B6 metabolism	C01215	2-(Acetamidomethylene
map00750	Vitamin B6 metabolism	C01270	3-Hydroxy-2-methylpyridine-5-carboxylate
map00750	Vitamin B6 metabolism	C04604	3-Hydroxy-2-methylpyridine-4,5-dicarboxylate
map00750	Vitamin B6 metabolism	C06050	2-Methyl-3-hydroxy-5-formylpyridine-4-carboxylate
map00750	Vitamin B6 metabolism	C00971	4-Pyridoxolactone
map00750	Vitamin B6 metabolism	C00250	Pyridoxal
map00750	Vitamin B6 metabolism	C00534	Pyridoxamine
map00750	Vitamin B6 metabolism	C00647	Pyridoxamine phosphate
map00750	Vitamin B6 metabolism	C00018	Pyridoxal phosphate
map00750	Vitamin B6 metabolism	C00627	Pyridoxine phosphate
map00750	Vitamin B6 metabolism	C00266	Glycolaldehyde
map00750	Vitamin B6 metabolism	C00314	Pyridoxine
map00750	Vitamin B6 metabolism	C04773	3-Hydroxy-4-hydroxymethyl-2-methylpyridine-5-carboxylate
map00750	Vitamin B6 metabolism	C04690	2-(Hydroxymethyl
map00750	Vitamin B6 metabolism	C03393	4-Phospho-D-erythronate
map00750	Vitamin B6 metabolism	C00279	D-Erythrose 4-phosphate
map00750	Vitamin B6 metabolism	C06051	Isopyridoxal
map00750	Vitamin B6 metabolism	C06052	5-Pyridoxolactone
map00750	Vitamin B6 metabolism	C04106	2-(Hydroxymethyl
map00750	Vitamin B6 metabolism	C06054	2-Oxo-3-hydroxy-4-phosphobutanoate
map00750	Vitamin B6 metabolism	C06055	O-Phospho-4-hydroxy-L-threonine
map00750	Vitamin B6 metabolism	C00847	4-Pyridoxate
map00750	Vitamin B6 metabolism	C11638	3-Amino-2-oxopropyl phosphate
map00750	Vitamin B6 metabolism	C06056	4-Hydroxy-L-threonine
map00750	Vitamin B6 metabolism	C00064	L-Glutamine
map00760	Nicotinate and nicotinamide metabolism	C06178	1-Methylpyrrolinium
map00760	Nicotinate and nicotinamide metabolism	C15523	2,6-Dihydroxynicotinate
map00760	Nicotinate and nicotinamide metabolism	C00022	Pyruvate
map00760	Nicotinate and nicotinamide metabolism	C00163	Propanoate
map00760	Nicotinate and nicotinamide metabolism	C03652	(2R,3S
map00760	Nicotinate and nicotinamide metabolism	C00922	2,3-Dimethylmaleate
map00760	Nicotinate and nicotinamide metabolism	C02295	Methylitaconate
map00760	Nicotinate and nicotinamide metabolism	C02930	2-Methyleneglutarate
map00760	Nicotinate and nicotinamide metabolism	C16390	(S
map00760	Nicotinate and nicotinamide metabolism	C16159	2-Formylglutarate
map00760	Nicotinate and nicotinamide metabolism	C04226	6-Oxo-1,4,5,6-tetrahydronicotinate
map00760	Nicotinate and nicotinamide metabolism	C16152	Blue pigment
map00760	Nicotinate and nicotinamide metabolism	C03458	2,3,6-Trihydroxypyridine
map00760	Nicotinate and nicotinamide metabolism	C03056	2,6-Dihydroxypyridine
map00760	Nicotinate and nicotinamide metabolism	C16151	2,6-Dihydroxy-N-methylmyosmine
map00760	Nicotinate and nicotinamide metabolism	C15986	2,6-Dihydroxypseudooxynicotine
map00760	Nicotinate and nicotinamide metabolism	C01297	6-Hydroxypseudooxynicotine
map00760	Nicotinate and nicotinamide metabolism	C01056	(S
map00760	Nicotinate and nicotinamide metabolism	C00745	Nicotine
map00760	Nicotinate and nicotinamide metabolism	C00006	NADP+
map00760	Nicotinate and nicotinamide metabolism	C00003	NAD+
map00760	Nicotinate and nicotinamide metabolism	C00857	Deamino-NAD+
map00760	Nicotinate and nicotinamide metabolism	C00455	Nicotinamide D-ribonucleotide
map00760	Nicotinate and nicotinamide metabolism	C01185	Nicotinate D-ribonucleotide
map00760	Nicotinate and nicotinamide metabolism	C03722	Quinolinate
map00760	Nicotinate and nicotinamide metabolism	C00111	Glycerone phosphate
map00760	Nicotinate and nicotinamide metabolism	C00049	L-Aspartate
map00760	Nicotinate and nicotinamide metabolism	C00122	Fumarate
map00760	Nicotinate and nicotinamide metabolism	C01384	Maleic acid
map00760	Nicotinate and nicotinamide metabolism	C01596	Maleamate
map00760	Nicotinate and nicotinamide metabolism	C01059	2,5-Dihydroxypyridine
map00760	Nicotinate and nicotinamide metabolism	C01020	6-Hydroxynicotinate
map00760	Nicotinate and nicotinamide metabolism	C00253	Nicotinate
map00760	Nicotinate and nicotinamide metabolism	C02918	1-Methylnicotinamide
map00760	Nicotinate and nicotinamide metabolism	C03150	Nicotinamide-beta-riboside
map00760	Nicotinate and nicotinamide metabolism	C05840	Iminoaspartate
map00760	Nicotinate and nicotinamide metabolism	C05841	Nicotinate D-ribonucleoside
map00760	Nicotinate and nicotinamide metabolism	C05380	Nicotinurate
map00760	Nicotinate and nicotinamide metabolism	C05843	N1-Methyl-4-pyridone-5-carboxamide
map00760	Nicotinate and nicotinamide metabolism	C05842	N1-Methyl-2-pyridone-5-carboxamide
map00760	Nicotinate and nicotinamide metabolism	C03043	(R
map00760	Nicotinate and nicotinamide metabolism	C00153	Nicotinamide
map00760	Nicotinate and nicotinamide metabolism	C19631	6-Hydroxy-3-succinoylpyridine
map00760	Nicotinate and nicotinamide metabolism	C00232	Succinate semialdehyde
map00760	Nicotinate and nicotinamide metabolism	C18232	N-Formylmaleamic acid
map00760	Nicotinate and nicotinamide metabolism	C20381	3,3'-Bipyridine-2,2',5,5',6,6'-hexol
map00760	Nicotinate and nicotinamide metabolism	C00334	4-Aminobutanoate
map00760	Nicotinate and nicotinamide metabolism	C15987	4-Methylaminobutyrate
map00760	Nicotinate and nicotinamide metabolism	C20361	Pseudooxynicotine
map00760	Nicotinate and nicotinamide metabolism	C19569	3-Succinoylpyridine
map00760	Nicotinate and nicotinamide metabolism	C19567	4-Oxo-1-(3-pyridyl
map00760	Nicotinate and nicotinamide metabolism	C21154	N-Methylmyosmine
map00760	Nicotinate and nicotinamide metabolism	C21075	5-(N-Methyl-4,5-dihydro-1H-pyrrol-2-yl
map00760	Nicotinate and nicotinamide metabolism	C00042	Succinate
map00760	Nicotinate and nicotinamide metabolism	C16386	(R
map00770	Pantothenate and CoA biosynthesis	C03688	Apo-[acyl-carrier-protein]
map00770	Pantothenate and CoA biosynthesis	C00022	Pyruvate
map00770	Pantothenate and CoA biosynthesis	C04272	(R
map00770	Pantothenate and CoA biosynthesis	C00141	3-Methyl-2-oxobutanoic acid
map00770	Pantothenate and CoA biosynthesis	C00183	L-Valine
map00770	Pantothenate and CoA biosynthesis	C00966	2-Dehydropantoate
map00770	Pantothenate and CoA biosynthesis	C00522	(R
map00770	Pantothenate and CoA biosynthesis	C00864	Pantothenate
map00770	Pantothenate and CoA biosynthesis	C00097	L-Cysteine
map00770	Pantothenate and CoA biosynthesis	C04352	(R
map00770	Pantothenate and CoA biosynthesis	C01134	Pantetheine 4'-phosphate
map00770	Pantothenate and CoA biosynthesis	C00882	Dephospho-CoA
map00770	Pantothenate and CoA biosynthesis	C00054	Adenosine 3',5'-bisphosphate
map00770	Pantothenate and CoA biosynthesis	C00229	Acyl-carrier protein
map00770	Pantothenate and CoA biosynthesis	C00010	CoA
map00770	Pantothenate and CoA biosynthesis	C00831	Pantetheine
map00770	Pantothenate and CoA biosynthesis	C00099	beta-Alanine
map00770	Pantothenate and CoA biosynthesis	C02642	3-Ureidopropionate
map00770	Pantothenate and CoA biosynthesis	C00429	5,6-Dihydrouracil
map00770	Pantothenate and CoA biosynthesis	C00106	Uracil
map00770	Pantothenate and CoA biosynthesis	C04079	N-((R
map00770	Pantothenate and CoA biosynthesis	C01053	(R
map00770	Pantothenate and CoA biosynthesis	C01088	(R
map00770	Pantothenate and CoA biosynthesis	C00049	L-Aspartate
map00770	Pantothenate and CoA biosynthesis	C18911	(R
map00770	Pantothenate and CoA biosynthesis	C03492	D-4'-Phosphopantothenate
map00770	Pantothenate and CoA biosynthesis	C05944	Pantothenol
map00770	Pantothenate and CoA biosynthesis	C06010	(S
map00770	Pantothenate and CoA biosynthesis	C05665	3-Aminopropanal
map00770	Pantothenate and CoA biosynthesis	C00750	Spermine
map00780	Biotin metabolism	C02656	Pimelate
map00780	Biotin metabolism	C01063	Pimeloyl-CoA
map00780	Biotin metabolism	C01092	8-Amino-7-oxononanoate
map00780	Biotin metabolism	C01909	Dethiobiotin
map00780	Biotin metabolism	C01037	7,8-Diaminononanoate
map00780	Biotin metabolism	C00120	Biotin
map00780	Biotin metabolism	C00047	L-Lysine
map00780	Biotin metabolism	C05552	Biocytin
map00780	Biotin metabolism	C01894	Biotinyl-CoA
map00780	Biotin metabolism	C05921	Biotinyl-5'-AMP
map00780	Biotin metabolism	C06250	Holo-[carboxylase]
map00780	Biotin metabolism	C19845	Pimeloyl-[acyl-carrier protein]
map00780	Biotin metabolism	C19846	Pimeloyl-[acyl-carrier protein] methyl ester
map00780	Biotin metabolism	C01209	Malonyl-[acyl-carrier protein]
map00780	Biotin metabolism	C19673	Malonyl-[acp] methyl ester
map00780	Biotin metabolism	C20372	3-Ketoglutaryl-[acp] methyl ester
map00780	Biotin metabolism	C20373	3-Hydroxyglutaryl-[acp] methyl ester
map00780	Biotin metabolism	C20374	Enoylglutaryl-[acp] methyl ester
map00780	Biotin metabolism	C20375	Glutaryl-[acp] methyl ester
map00780	Biotin metabolism	C20376	3-Ketopimeloyl-[acp] methyl ester
map00780	Biotin metabolism	C20377	3-Hydroxypimeloyl-[acp] methyl ester
map00780	Biotin metabolism	C20378	Enoylpimeloyl-[acp] methyl ester
map00780	Biotin metabolism	C20683	Long-chain acyl-[acyl-carrier protein]
map00780	Biotin metabolism	C20384	Bisnorbiotin
map00780	Biotin metabolism	C20385	Tetranorbiotin
map00780	Biotin metabolism	C20386	Biotin sulfoxide
map00780	Biotin metabolism	C20387	Biotin sulfone
map00780	Biotin metabolism	C00086	Urea
map00780	Biotin metabolism	C22458	8-Amino-7-(carboxyamino
map00785	Lipoic acid metabolism	C16241	(R
map00785	Lipoic acid metabolism	C16238	Lipoyl-AMP
map00785	Lipoic acid metabolism	C22160	[Lipoyl-carrier protein E2]-N6-octanoyl-L-lysine
map00785	Lipoic acid metabolism	C15972	Enzyme N6-(lipoyl
map00785	Lipoic acid metabolism	C22159	[Glycine cleavage system H]-N6-octanoyl-L-lysine
map00785	Lipoic acid metabolism	C06423	Octanoic acid
map00785	Lipoic acid metabolism	C15973	Enzyme N6-(dihydrolipoyl
map00785	Lipoic acid metabolism	C01944	Octanoyl-CoA
map00785	Lipoic acid metabolism	C02051	Lipoylprotein
map00785	Lipoic acid metabolism	C05752	Octanoyl-[acp]
map00785	Lipoic acid metabolism	C02972	Dihydrolipoylprotein
map00785	Lipoic acid metabolism	C02147	Dihydrolipoate
map00785	Lipoic acid metabolism	C22161	Dihydrolipoyl-AMP
map00790	Folate biosynthesis	C11355	4-Amino-4-deoxychorismate
map00790	Folate biosynthesis	C00251	Chorismate
map00790	Folate biosynthesis	C00044	GTP
map00790	Folate biosynthesis	C04895	7,8-Dihydroneopterin 3'-triphosphate
map00790	Folate biosynthesis	C03684	6-Pyruvoyltetrahydropterin
map00790	Folate biosynthesis	C04244	6-Lactoyl-5,6,7,8-tetrahydropterin
map00790	Folate biosynthesis	C00272	Tetrahydrobiopterin
map00790	Folate biosynthesis	C00268	Dihydrobiopterin
map00790	Folate biosynthesis	C04874	7,8-Dihydroneopterin
map00790	Folate biosynthesis	C00266	Glycolaldehyde
map00790	Folate biosynthesis	C01300	6-(Hydroxymethyl
map00790	Folate biosynthesis	C04807	6-Hydroxymethyl-7,8-dihydropterin diphosphate
map00790	Folate biosynthesis	C00921	Dihydropteroate
map00790	Folate biosynthesis	C00568	4-Aminobenzoate
map00790	Folate biosynthesis	C00415	Dihydrofolate
map00790	Folate biosynthesis	C00504	Folate
map00790	Folate biosynthesis	C00101	Tetrahydrofolate
map00790	Folate biosynthesis	C09332	THF-L-glutamate
map00790	Folate biosynthesis	C03541	THF-polyglutamate
map00790	Folate biosynthesis	C05927	7,8-Dihydromethanopterin
map00790	Folate biosynthesis	C05926	Neopterin
map00790	Folate biosynthesis	C05925	Dihydroneopterin phosphate
map00790	Folate biosynthesis	C05924	Molybdopterin
map00790	Folate biosynthesis	C05923	2,5-Diaminopyrimidine nucleoside triphosphate
map00790	Folate biosynthesis	C05922	Formamidopyrimidine nucleoside triphosphate
map00790	Folate biosynthesis	C01217	5,6,7,8-Tetrahydromethanopterin
map00790	Folate biosynthesis	C06148	2,5-Diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl
map00790	Folate biosynthesis	C18239	Precursor Z
map00790	Folate biosynthesis	C20239	6-Carboxy-5,6,7,8-tetrahydropterin
map00790	Folate biosynthesis	C20248	7-Carboxy-7-carbaguanine
map00790	Folate biosynthesis	C15996	7-Cyano-7-carbaguanine
map00790	Folate biosynthesis	C16675	7-Aminomethyl-7-carbaguanine
map00790	Folate biosynthesis	C18802	Tetrahydrosarcinapterin
map00790	Folate biosynthesis	C02587	Pyrimidodiazepine
map00790	Folate biosynthesis	C21310	(8S
map00790	Folate biosynthesis	C19848	Adenylated molybdopterin
map00790	Folate biosynthesis	C18237	Molybdoenzyme molybdenum cofactor
map00790	Folate biosynthesis	C19871	Guanylyl molybdenum cofactor
map00790	Folate biosynthesis	C21485	Cytidylyl molybdenum cofactor
map00790	Folate biosynthesis	C21486	Thio-molybdenum cofactor
map00790	Folate biosynthesis	C21094	7,8-Dihydromonapterin 3'-triphosphate
map00790	Folate biosynthesis	C20264	L-threo-Tetrahydrobiopterin
map00790	Folate biosynthesis	C15522	4a-Hydroxytetrahydrobiopterin
map00790	Folate biosynthesis	C20567	7,8-Dihydroneopterin 2',3'-cyclic phosphate
map00790	Folate biosynthesis	C20566	7,8-Dihydroneopterin 2'-phosphate
map00790	Folate biosynthesis	C21065	7,8-Dihydroxanthopterin
map00790	Folate biosynthesis	C20562	N-[(7,8-Dihydropterin-6-yl
map00790	Folate biosynthesis	C21107	4-(beta-D-Ribofuranosyl
map00790	Folate biosynthesis	C00156	4-Hydroxybenzoate
map00790	Folate biosynthesis	C00119	5-Phospho-alpha-D-ribose 1-diphosphate
map00790	Folate biosynthesis	C21008	7,8-Dihydromonapterin
map00790	Folate biosynthesis	C21007	5,6,7,8-Tetrahydromonapterin
map00790	Folate biosynthesis	C01304	2,5-Diamino-6-(5-phospho-D-ribosylamino
map00790	Folate biosynthesis	C00835	Sepiapterin
map00790	Folate biosynthesis	C02953	7,8-Dihydrobiopterin
map00790	Folate biosynthesis	C21640	6-(1'-Hydroxy-2'-oxopropyl
map00790	Folate biosynthesis	C20559	4-(beta-D-Ribofuranosyl
map00790	Folate biosynthesis	C06313	Biopterin
map00670	One carbon pool by folate	C00504	Folate
map00670	One carbon pool by folate	C00415	Dihydrofolate
map00670	One carbon pool by folate	C03479	Folinic acid
map00670	One carbon pool by folate	C00143	5,10-Methylenetetrahydrofolate
map00670	One carbon pool by folate	C00440	5-Methyltetrahydrofolate
map00670	One carbon pool by folate	C00664	5-Formiminotetrahydrofolate
map00670	One carbon pool by folate	C00234	10-Formyltetrahydrofolate
map00670	One carbon pool by folate	C00445	5,10-Methenyltetrahydrofolate
map00670	One carbon pool by folate	C00101	Tetrahydrofolate
map00830	Retinol metabolism	C05917	Iodopsin
map00830	Retinol metabolism	C00473	Retinol
map00830	Retinol metabolism	C00376	Retinal
map00830	Retinol metabolism	C02094	beta-Carotene
map00830	Retinol metabolism	C00777	Retinoate
map00830	Retinol metabolism	C02075	Retinyl ester
map00830	Retinol metabolism	C02588	Retinyl palmitate
map00830	Retinol metabolism	C00899	11-cis-Retinol
map00830	Retinol metabolism	C02110	11-cis-Retinal
map00830	Retinol metabolism	C16682	9-cis-Retinol
map00830	Retinol metabolism	C16681	9-cis-Retinal
map00830	Retinol metabolism	C15493	9-cis-Retinoic acid
map00830	Retinol metabolism	C15492	all-trans-13,14-Dihydroretinol
map00830	Retinol metabolism	C00778	Rhodopsin
map00830	Retinol metabolism	C05914	Bathorhodopsin
map00830	Retinol metabolism	C05915	Lumirhodopsin
map00830	Retinol metabolism	C05916	Metarhodopsin
map00830	Retinol metabolism	C03455	11-cis-Retinyl palmitate
map00830	Retinol metabolism	C05916	Metarhodopsin
map00830	Retinol metabolism	C11061	all-trans-Retinoyl-beta-glucuronide
map00830	Retinol metabolism	C16677	all-trans-4-Hydroxyretinoic acid
map00830	Retinol metabolism	C16678	all-trans-4-Oxoretinoic acid
map00830	Retinol metabolism	C16683	4-Oxoretinol
map00830	Retinol metabolism	C16680	all-trans-5,6-Epoxyretinoic acid
map00830	Retinol metabolism	C16679	all-trans-18-Hydroxyretinoic acid
map00830	Retinol metabolism	C21797	all-trans-3,4-Didehydroretinol
map00860	Porphyrin metabolism	C05774	Cobinamide
map00860	Porphyrin metabolism	C16243	Cobalt-precorrin 5B
map00860	Porphyrin metabolism	C16244	Cobalt-precorrin 7
map00860	Porphyrin metabolism	C15670	Heme A
map00860	Porphyrin metabolism	C15672	Heme O
map00860	Porphyrin metabolism	C00037	Glycine
map00860	Porphyrin metabolism	C04122	D-1-Aminopropan-2-ol O-phosphate
map00860	Porphyrin metabolism	C12147	L-Threonine O-3-phosphate
map00860	Porphyrin metabolism	C11851	Zn-Bacteriochlorophyll a
map00860	Porphyrin metabolism	C11850	Divinylchlorophyll a
map00860	Porphyrin metabolism	C11830	13(1
map00860	Porphyrin metabolism	C11829	13(1
map00860	Porphyrin metabolism	C05793	L-Urobilin
map00860	Porphyrin metabolism	C05794	Urobilin
map00860	Porphyrin metabolism	C05790	I-Urobilinogen
map00860	Porphyrin metabolism	C05777	Coenzyme F430
map00860	Porphyrin metabolism	C11630	15,16-Dihydrobiliverdin
map00860	Porphyrin metabolism	C00931	Porphobilinogen
map00860	Porphyrin metabolism	C00032	Heme
map00860	Porphyrin metabolism	C00992	Aquacob(III
map00860	Porphyrin metabolism	C05795	D-Urobilin
map00860	Porphyrin metabolism	C05787	Bilirubin beta-diglucuronide
map00860	Porphyrin metabolism	C06508	Adenosyl cobinamide
map00860	Porphyrin metabolism	C05791	D-Urobilinogen
map00860	Porphyrin metabolism	C03194	(R
map00860	Porphyrin metabolism	C06320	Precorrin 6X
map00860	Porphyrin metabolism	C03516	Magnesium protoporphyrin
map00860	Porphyrin metabolism	C11538	Cobalt-sirohydrochlorin
map00860	Porphyrin metabolism	C06406	Precorrin 3B
map00860	Porphyrin metabolism	C06509	Adenosyl cobinamide phosphate
map00860	Porphyrin metabolism	C06510	Adenosine-GDP-cobinamide
map00860	Porphyrin metabolism	C00194	Cobamide coenzyme
map00860	Porphyrin metabolism	C03114	Dimethylbenzimidazole
map00860	Porphyrin metabolism	C04778	N1-(5-Phospho-alpha-D-ribosyl
map00860	Porphyrin metabolism	C05775	alpha-Ribazole
map00860	Porphyrin metabolism	C00541	Cob(II
map00860	Porphyrin metabolism	C02463	Precorrin 2
map00860	Porphyrin metabolism	C00025	L-Glutamate
map00860	Porphyrin metabolism	C02987	L-Glutamyl-tRNA(Glu
map00860	Porphyrin metabolism	C03741	(S
map00860	Porphyrin metabolism	C02800	4,5-Dioxopentanoate
map00860	Porphyrin metabolism	C01024	Hydroxymethylbilane
map00860	Porphyrin metabolism	C05766	Uroporphyrinogen I
map00860	Porphyrin metabolism	C05767	Uroporphyrin I
map00860	Porphyrin metabolism	C05769	Coproporphyrin I
map00860	Porphyrin metabolism	C05768	Coproporphyrinogen I
map00860	Porphyrin metabolism	C02469	Uroporphyrin III
map00860	Porphyrin metabolism	C01079	Protoporphyrinogen IX
map00860	Porphyrin metabolism	C14818	Fe2+
map00860	Porphyrin metabolism	C05779	Apoferritin
map00860	Porphyrin metabolism	C03179	Transferrin[Fe(III
map00860	Porphyrin metabolism	C00500	Biliverdin
map00860	Porphyrin metabolism	C05913	(3Z
map00860	Porphyrin metabolism	C05786	(3Z
map00860	Porphyrin metabolism	C00486	Bilirubin
map00860	Porphyrin metabolism	C05912	(3Z
map00860	Porphyrin metabolism	C14819	Fe3+
map00860	Porphyrin metabolism	C04536	Magnesium protoporphyrin monomethyl ester
map00860	Porphyrin metabolism	C05772	Precorrin 3A
map00860	Porphyrin metabolism	C06416	Precorrin 5
map00860	Porphyrin metabolism	C00430	5-Aminolevulinate
map00860	Porphyrin metabolism	C16242	Cobalt-precorrin 5A
map00860	Porphyrin metabolism	C11540	Cobalt-precorrin 4
map00860	Porphyrin metabolism	C02880	Protochlorophyllide
map00860	Porphyrin metabolism	C11545	Cobalt-precorrin 8
map00860	Porphyrin metabolism	C05798	Bacteriopheophytin
map00860	Porphyrin metabolism	C06407	Precorrin 4
map00860	Porphyrin metabolism	C06505	Cob(I
map00860	Porphyrin metabolism	C17401	Cobalt-factor III
map00860	Porphyrin metabolism	C05778	Sirohydrochlorin
map00860	Porphyrin metabolism	C06507	Adenosyl cobyrinate hexaamide
map00860	Porphyrin metabolism	C05797	Pheophytin a
map00860	Porphyrin metabolism	C05307	Chlorophyll b
map00860	Porphyrin metabolism	C06319	Precorrin 6Y
map00860	Porphyrin metabolism	C11543	Cobalt-dihydro-precorrin 6
map00860	Porphyrin metabolism	C11542	Cobalt-precorrin 6
map00860	Porphyrin metabolism	C06408	Precorrin 8X
map00860	Porphyrin metabolism	C02139	Chlorophyllide
map00860	Porphyrin metabolism	C06399	Hydrogenobyrinate
map00860	Porphyrin metabolism	C06506	Adenosyl cobyrinate a,c diamide
map00860	Porphyrin metabolism	C02823	Cyanocobalamin
map00860	Porphyrin metabolism	C06503	Hydrogenobyrinate a,c diamide
map00860	Porphyrin metabolism	C05773	Cobyrinate
map00860	Porphyrin metabolism	C05780	Apotransferrin
map00860	Porphyrin metabolism	C19608	Ferritin
map00860	Porphyrin metabolism	C00853	Cob(I
map00860	Porphyrin metabolism	C06504	Cob(II
map00860	Porphyrin metabolism	C05306	Chlorophyll a
map00860	Porphyrin metabolism	C01708	Hemoglobin
map00860	Porphyrin metabolism	C05781	Oxyhemoglobin
map00860	Porphyrin metabolism	C05785	Peroxidase
map00860	Porphyrin metabolism	C00524	Cytochrome c
map00860	Porphyrin metabolism	C05782	Myoglobin
map00860	Porphyrin metabolism	C05783	Cytochrome a
map00860	Porphyrin metabolism	C05784	Catalase
map00860	Porphyrin metabolism	C02191	Protoporphyrin
map00860	Porphyrin metabolism	C11832	Divinyl chlorophyllide a
map00860	Porphyrin metabolism	C11831	Divinylprotochlorophyllide
map00860	Porphyrin metabolism	C18021	Pheophorbide a
map00860	Porphyrin metabolism	C18022	Red chlorophyll catabolite
map00860	Porphyrin metabolism	C18098	Primary fluorescent chlorophyll catabolite
map00860	Porphyrin metabolism	C16541	Chlorophyllide b
map00860	Porphyrin metabolism	C18151	7(1
map00860	Porphyrin metabolism	C16540	7(1
map00860	Porphyrin metabolism	C18152	3-Vinylbacteriochlorophyllide a
map00860	Porphyrin metabolism	C18154	3-Hydroxyethylchlorophyllide a
map00860	Porphyrin metabolism	C18153	3-Hydroxyethylbacteriochlorophyllide a
map00860	Porphyrin metabolism	C18157	8-Ethyl-12-methyl-3-vinylbacteriochlorophyllide d
map00860	Porphyrin metabolism	C18064	Pyropheophorbide a
map00860	Porphyrin metabolism	C18155	Bacteriochlorophyllide a
map00860	Porphyrin metabolism	C11242	Bacteriochlorophyll a
map00860	Porphyrin metabolism	C18160	Bacteriochlorophyllide d
map00860	Porphyrin metabolism	C21431	8-Ethyl-12-methylbacteriochlorophyllide d
map00860	Porphyrin metabolism	C21432	8,12-Diethylbacteriochlorophyllide d
map00860	Porphyrin metabolism	C21433	12-Ethyl-8-propylbacteriochlorophyllide d
map00860	Porphyrin metabolism	C21434	12-Ethyl-8-isobutylbacteriochlorophyllide d
map00860	Porphyrin metabolism	C18162	Bacteriochlorophyll d
map00860	Porphyrin metabolism	C18163	Bacteriochlorophyll c
map00860	Porphyrin metabolism	C18156	Bacteriochlorophyllide b
map00860	Porphyrin metabolism	C11243	Bacteriochlorophyll b
map00860	Porphyrin metabolism	C21217	Geranylgeranyl bacteriochlorophyllide a
map00860	Porphyrin metabolism	C21435	Geranylgeranyl bacteriochlorophyllide b
map00860	Porphyrin metabolism	C21427	8,12-Diethyl-3-vinylbacteriochlorophyllide d
map00860	Porphyrin metabolism	C21428	12-Ethyl-8-propyl-3-vinylbacteriochlorophyllide d
map00860	Porphyrin metabolism	C21429	12-Ethyl-8-isobutyl-3-vinylbacteriochlorophyllide d
